tanggal,pasar manis,pasar wage
2019-08-28,24500.0,26000.0
2019-08-29,22500.0,26000.0
2019-08-30,22500.0,26000.0
2019-09-02,23500.0,26000.0
2019-09-03,23500.0,26000.0
2019-09-04,23500.0,26000.0
2019-09-05,23500.0,21000.0
2019-09-06,23500.0,21000.0
2019-09-09,21000.0,21000.0
2019-09-10,21000.0,20000.0
2019-09-11,21000.0,20000.0
2019-09-12,21000.0,20000.0
2019-09-13,21000.0,20000.0
2019-09-16,21000.0,20000.0
2019-09-17,21000.0,20000.0
2019-09-18,21000.0,20000.0
2019-09-19,21000.0,20000.0
2019-09-20,21000.0,20000.0
2019-09-23,21000.0,20000.0
2019-09-24,21000.0,20000.0
2019-09-25,21000.0,20000.0
2019-09-26,21000.0,20000.0
2019-09-27,21000.0,20000.0
2019-09-30,21000.0,20000.0
2019-10-01,19000.0,20000.0
2019-10-02,19000.0,20000.0
2019-10-03,19000.0,20000.0
2019-10-04,19000.0,20000.0
2019-10-07,18000.0,20000.0
2019-10-08,18000.0,20000.0
2019-10-09,22000.0,20000.0
2019-10-10,25000.0,24500.0
2019-10-11,25000.0,24500.0
2019-10-14,25000.0,29000.0
2019-10-15,25000.0,29000.0
2019-10-16,25000.0,29000.0
2019-10-17,25000.0,29000.0
2019-10-18,25000.0,29000.0
2019-10-21,30000.0,29000.0
2019-10-22,30000.0,29000.0
2019-10-23,30000.0,29000.0
2019-10-24,30000.0,29000.0
2019-10-25,30000.0,29000.0
2019-10-28,30000.0,29000.0
2019-10-29,30000.0,29000.0
2019-10-30,28000.0,29000.0
2019-10-31,28000.0,29000.0
2019-11-01,28000.0,29000.0
2019-11-04,28000.0,31000.0
2019-11-05,29000.0,31000.0
2019-11-06,30000.0,31000.0
2019-11-07,30000.0,31000.0
2019-11-08,30000.0,31000.0
2019-11-11,32500.0,33500.0
2019-11-12,33500.0,33500.0
2019-11-13,33500.0,33500.0
2019-11-14,33500.0,33500.0
2019-11-15,33500.0,33500.0
2019-11-18,33500.0,33500.0
2019-11-19,33500.0,33500.0
2019-11-20,33500.0,33500.0
2019-11-21,33500.0,33500.0
2019-11-22,33500.0,33500.0
2019-11-25,35000.0,33500.0
2019-11-26,35000.0,33500.0
2019-11-27,35000.0,33500.0
2019-11-28,35000.0,33500.0
2019-11-29,35000.0,33500.0
2019-12-02,33500.0,33500.0
2019-12-03,33500.0,35500.0
2019-12-04,33500.0,35500.0
2019-12-05,37000.0,35500.0
2019-12-06,37000.0,35500.0
2019-12-09,37000.0,35500.0
2019-12-10,39000.0,35500.0
2019-12-11,39000.0,35500.0
2019-12-12,40000.0,35500.0
2019-12-13,40000.0,38000.0
2019-12-16,40000.0,38000.0
2019-12-17,40000.0,38000.0
2019-12-18,40000.0,38000.0
2019-12-19,45000.0,38000.0
2019-12-20,45000.0,38000.0
2019-12-23,49000.0,49000.0
2019-12-24,49000.0,49000.0
2019-12-25,46446.69092674937,48831.81523510305
2019-12-26,44000.0,49000.0
2019-12-27,44000.0,49000.0
2019-12-30,45000.0,47000.0
2019-12-31,45000.0,47000.0
2020-01-01,46075.41435729289,46963.520860570294
2020-01-02,45000.0,47000.0
2020-01-03,40000.0,47000.0
2020-01-06,39000.0,42000.0
2020-01-07,39000.0,42000.0
2020-01-08,39000.0,42000.0
2020-01-09,39000.0,39000.0
2020-01-10,39165.02889808529,39000.0
2020-01-13,40000.0,39000.0
